Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),AF Sens 3 Volts (V),Accel Position (%),Baro Pressure (psi),Boost (psi),Calculated Load (g/rev),Clutch Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Lrn (°),Feedback Knock (°),Fine Knock Learn (°),Fuel Economy (mpg),Fuel Pump Duty (%),Gear Position (Gear),Idle Airflow (g/s),Idle Spd Target (RPM),Idle Speed Error (RPM),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF (g/s),MAF Volts (V),Man Abs Press (psi),RPM (RPM),RPM Delta (RPM),Req Torque (Nm),SI Drive Mode (raw),TD Boost Error (psi),Target Boost Final Rel SL (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-003 v1.7.4.1-17436][2014 USDM Impreza WRX STI COBB Custom Features][Reflash: Mehtaab 2014 STI AP base map.ptm - Realtime: Mehtaab 2014 STI AP base map.ptm]
17.324,-1.56,0.00,0.00,14.81,0.00,0.0,14.36,-7.72,0.45,on,14.55,187,1.000,10.00,0.00,0.00,0.0,33.3,1,6.86,800,83,15.00,2.30,122,6.71,1.46,6.57,899,6,0.00,3,8.46,0.23,5.1,0,0.00,0
17.498,-1.56,0.00,0.00,14.93,0.00,0.0,14.36,-7.96,0.44,on,14.58,187,1.000,10.00,0.00,0.00,0.0,33.3,1,6.88,800,101,12.00,2.11,122,6.57,1.48,6.34,914,6,0.00,3,8.59,0.23,5.1,0,0.00,0
17.670,-1.56,0.00,0.00,14.59,0.00,0.0,14.36,-8.11,0.42,on,14.59,187,1.000,10.00,0.00,0.00,0.0,33.3,1,6.85,800,115,12.50,2.17,122,6.44,1.46,6.19,924,3,0.00,3,8.74,0.23,5.5,0,0.00,0
17.854,-1.56,0.00,0.00,14.36,0.00,0.0,14.36,-8.20,0.41,on,14.59,187,1.000,10.00,0.00,0.00,0.0,33.3,1,6.81,800,129,13.00,2.19,122,6.40,1.46,6.17,934,-1,0.00,3,8.80,0.23,5.5,0,0.00,0
18.033,-2.34,0.00,0.00,14.24,0.00,0.0,14.36,-8.25,0.41,on,14.59,187,1.000,10.00,0.00,0.00,0.0,33.3,1,5.92,800,138,4.00,2.16,122,6.44,1.40,6.03,920,-6,0.00,3,8.97,0.23,4.7,0,0.00,0
18.209,-2.34,0.00,0.00,14.36,0.00,0.0,14.36,-8.50,0.40,on,14.59,187,1.000,10.00,0.00,0.00,0.0,33.3,1,6.14,800,79,4.00,2.00,122,5.91,1.40,5.90,854,-12,0.00,3,9.04,0.23,4.7,0,0.00,0
18.379,-2.34,0.00,0.00,14.36,0.00,0.0,14.36,-8.39,0.40,on,14.59,187,1.000,10.00,0.00,0.00,0.0,33.3,1,6.26,800,25,20.00,1.98,122,5.51,1.42,6.15,844,8,0.00,3,8.79,0.23,5.1,0,0.00,0
18.561,-2.34,0.00,0.00,14.36,0.00,0.0,14.36,-8.22,0.41,on,14.59,187,1.000,10.00,0.00,0.00,0.0,33.3,1,6.15,800,78,16.50,2.07,122,5.79,1.44,6.15,882,4,0.00,3,8.79,0.23,5.1,0,0.00,0
18.739,-2.34,0.00,0.00,14.59,0.01,0.0,14.36,-8.29,0.40,on,14.59,187,1.000,10.00,0.00,0.00,0.0,33.3,0,6.06,800,106,13.50,2.14,122,6.10,1.42,6.05,913,1,0.00,3,8.97,0.23,4.7,0,0.00,0
18.917,-2.34,0.00,0.00,14.70,0.02,0.0,14.36,-8.45,0.39,on,14.59,187,1.000,10.00,0.00,0.00,0.0,33.3,0,6.06,800,115,12.50,1.96,122,6.03,1.40,5.86,921,3,0.00,3,9.08,0.23,4.7,0,0.00,0
19.088,-2.34,0.00,0.00,14.59,0.03,0.0,14.36,-8.58,0.39,on,14.59,187,1.000,10.00,0.00,0.00,0.0,33.3,0,5.98,800,122,12.00,1.96,124,5.93,1.40,5.80,919,2,0.00,3,9.14,0.23,4.7,0,0.00,0
19.272,-2.34,0.00,0.00,14.47,0.04,0.0,14.36,-8.60,0.38,on,14.59,187,1.000,10.00,0.00,0.00,0.0,33.3,1,5.85,800,119,13.50,1.97,124,5.93,1.40,5.70,916,-3,0.00,3,9.22,0.23,4.7,0,0.00,0
19.449,-3.12,0.00,0.00,14.47,0.04,0.0,14.36,-8.73,0.37,on,14.59,187,1.000,10.00,0.00,0.00,0.0,33.3,1,5.82,800,117,15.50,1.97,124,5.74,1.38,5.65,922,2,0.00,3,9.33,0.23,4.7,0,0.00,0
19.628,-3.12,0.00,0.00,14.47,0.05,0.0,14.36,-8.81,0.37,on,14.60,187,1.000,10.00,0.00,0.00,0.0,33.3,1,5.78,800,121,13.50,1.95,124,5.64,1.40,5.53,918,0,0.00,3,9.39,0.23,4.7,0,0.00,0
19.800,-3.12,0.00,0.00,14.36,0.06,0.0,14.36,-8.88,0.36,on,14.60,187,1.000,10.00,0.00,0.00,0.0,33.3,1,5.73,800,112,15.50,1.95,124,5.50,1.36,5.49,914,-1,0.00,3,9.44,0.23,4.7,0,0.00,0
19.972,-3.12,0.00,0.00,14.36,0.08,0.0,14.36,-8.93,0.36,on,14.60,187,1.000,10.00,0.00,0.00,0.0,33.3,1,5.71,800,106,17.00,1.93,124,5.44,1.38,5.39,906,-4,0.00,3,9.53,0.23,4.7,0,0.00,0
20.153,-3.91,0.00,0.00,14.47,0.09,0.0,14.36,-8.98,0.36,on,14.60,187,1.000,10.00,0.00,0.00,0.0,33.3,1,5.69,800,96,16.00,1.89,124,5.32,1.42,5.39,889,-3,0.00,3,9.53,0.23,4.7,0,0.00,0
20.331,-3.91,0.00,0.00,14.36,0.10,0.0,14.36,-8.98,0.36,on,14.60,187,1.000,10.00,0.00,0.00,0.0,33.3,1,5.69,800,84,17.50,1.85,124,5.22,1.40,5.39,866,-6,0.00,3,9.53,0.23,4.7,0,0.00,0
20.504,-3.91,0.00,0.00,14.36,0.11,0.0,14.36,-8.97,0.35,on,14.60,187,1.000,10.00,0.00,0.00,0.0,33.3,1,5.64,800,55,20.00,1.81,124,5.05,1.40,5.45,850,-1,0.00,3,9.48,0.23,4.7,0,0.00,0
20.688,-3.91,0.00,0.00,14.36,0.12,0.0,14.36,-8.88,0.36,on,14.59,187,1.000,10.00,0.00,0.00,0.0,33.3,1,5.63,800,33,20.00,1.76,124,5.05,1.40,5.53,814,-8,0.00,3,9.40,0.23,4.7,0,0.00,0
20.861,-4.69,0.00,0.00,14.47,0.14,0.0,14.36,-8.82,0.37,on,14.59,187,1.000,10.00,0.00,0.00,0.0,33.3,1,5.62,800,11,20.00,1.72,124,4.95,1.46,5.63,805,-1,1.38,3,9.28,0.23,4.7,0,0.00,0
21.033,-3.91,0.00,0.00,14.59,0.15,2.0,14.36,-8.71,0.37,on,14.59,187,1.000,10.00,0.00,0.00,0.0,33.3,1,5.55,800,11,16.00,1.68,124,4.98,1.42,5.72,786,-5,18.88,3,9.15,0.23,5.5,0,0.00,0
21.218,-3.91,0.00,0.00,14.70,0.16,5.1,14.36,-8.52,0.39,on,14.58,185,1.000,10.00,0.00,0.00,0.0,33.3,1,5.32,800,11,20.00,1.80,124,4.91,1.50,6.15,769,-0,28.85,3,8.77,0.23,5.9,0,0.00,0
21.398,-3.91,0.00,0.00,14.70,0.18,6.7,14.36,-7.90,0.43,on,13.04,185,1.000,10.00,0.00,0.00,0.0,33.3,1,5.23,800,11,27.00,2.07,124,5.33,1.56,6.92,810,16,41.20,3,8.01,0.23,7.5,0,0.00,0
21.573,-2.34,0.00,0.00,14.93,0.20,7.5,14.36,-7.14,0.48,on,12.96,185,1.000,10.00,0.00,0.00,0.0,33.3,1,5.23,800,11,27.00,2.74,124,6.61,1.66,7.81,939,23,46.27,3,7.11,0.23,8.2,0,0.00,0
21.745,-1.56,0.00,0.00,15.27,0.21,7.8,14.36,-6.42,0.55,on,14.40,185,1.000,10.00,0.00,0.00,0.0,33.3,1,5.23,800,11,27.00,3.27,124,8.92,1.72,8.08,1111,26,54.77,3,6.82,0.23,9.4,0,0.00,0
21.926,0.78,0.00,0.00,15.39,0.22,8.2,14.36,-6.18,0.58,on,14.40,185,1.000,10.00,0.00,0.00,0.0,33.3,1,5.23,800,11,27.00,4.24,124,11.06,1.80,8.26,1324,33,50.46,3,6.67,0.23,10.2,0,0.00,0
22.104,2.34,0.00,0.00,15.16,0.16,7.8,14.36,-6.13,0.60,on,14.43,185,1.000,10.00,0.00,0.00,0.0,33.3,1,5.23,800,11,31.00,4.88,124,14.18,1.86,7.99,1533,16,39.37,3,6.94,0.23,10.2,0,0.00,0
22.273,1.56,0.00,0.00,14.47,0.00,7.5,14.36,-6.70,0.56,on,14.51,185,1.000,10.00,0.00,0.00,0.0,33.3,1,5.23,800,11,36.00,4.23,124,15.28,1.74,6.86,1653,3,28.21,3,8.06,0.23,9.0,0,0.00,0
22.450,-2.34,0.00,0.00,13.67,0.00,7.1,14.36,-7.91,0.49,on,16.78,185,1.000,10.00,0.00,0.00,0.0,33.3,1,5.23,800,11,38.50,4.15,124,13.90,1.70,6.19,1620,-6,23.36,3,8.98,0.23,8.6,0,0.00,0
22.628,-1.56,0.00,0.00,14.36,0.00,6.3,14.36,-8.51,0.45,on,14.61,185,1.000,10.00,0.00,0.00,0.0,33.3,1,5.23,800,11,36.50,3.56,124,11.87,1.66,5.76,1516,-12,22.70,3,9.16,0.23,7.8,0,0.00,0
22.803,-2.34,0.00,0.00,14.24,0.01,6.3,14.36,-8.73,0.43,on,14.61,185,1.000,10.00,0.00,0.00,0.0,33.3,1,6.03,800,11,34.00,3.22,124,10.38,1.66,5.74,1359,-16,25.49,3,9.19,0.23,8.2,0,0.00,0
22.989,-5.47,0.00,0.00,13.78,0.04,5.9,14.36,-8.36,0.45,on,14.60,185,1.000,10.00,0.00,0.00,0.0,33.3,1,6.03,800,11,30.00,2.86,124,9.71,1.66,6.32,1220,-21,23.84,3,8.60,0.23,7.5,0,0.00,0
23.166,-7.03,0.00,0.00,13.78,0.06,5.9,14.36,-7.94,0.46,on,14.58,185,1.000,10.00,0.00,0.00,0.0,33.3,1,6.03,800,11,28.00,2.56,124,8.89,1.62,6.56,1074,-22,25.51,3,8.28,0.23,7.5,0,0.00,0
23.337,-6.25,0.00,0.00,14.36,0.13,5.9,14.36,-7.60,0.47,on,14.57,185,1.000,10.00,0.00,0.00,0.0,33.3,1,9.03,800,11,27.50,3.01,124,8.11,1.76,7.00,941,-27,27.45,3,7.05,0.23,9.0,0,0.00,0
23.516,-5.47,0.00,0.00,14.93,0.22,5.5,14.36,-6.21,0.59,on,10.64,185,1.000,10.00,0.00,0.00,1.6,33.3,1,9.03,800,11,26.50,2.87,124,8.35,1.72,8.84,835,-9,24.71,3,6.09,0.23,9.0,1,0.00,0
23.695,-3.12,0.00,0.00,15.39,0.28,4.7,14.36,-5.08,0.65,on,12.48,185,1.000,10.00,0.00,0.00,1.6,66.7,1,9.03,800,11,25.50,2.92,124,8.97,1.68,9.65,873,10,23.08,3,5.28,0.23,8.6,1,0.00,0
23.872,-1.56,0.00,0.00,15.16,0.28,4.7,14.36,-4.75,0.69,on,14.34,185,1.000,10.00,0.00,0.00,2.1,66.7,1,9.02,800,11,25.00,3.17,124,10.24,1.68,9.61,929,10,23.69,3,5.40,0.23,9.0,2,0.00,0
24.043,-2.34,0.00,0.00,14.70,0.24,5.1,14.36,-4.92,0.67,on,14.40,185,1.000,10.00,0.00,0.00,1.9,66.7,1,8.99,800,11,25.00,3.42,124,10.70,1.70,9.40,1012,12,22.79,3,5.61,0.23,9.0,2,0.00,0
24.228,-2.34,0.00,0.00,14.47,0.20,4.7,14.36,-5.19,0.65,on,14.43,185,1.000,10.00,0.00,0.00,1.9,33.3,1,8.96,800,11,25.50,3.51,124,11.38,1.70,9.03,1096,13,11.58,3,5.90,0.23,9.0,2,0.00,0
24.404,-3.12,0.00,0.00,14.47,0.23,0.0,14.36,-5.53,0.63,on,14.49,185,1.000,10.00,0.00,0.00,1.6,33.3,1,6.15,800,11,26.00,2.86,124,12.05,1.42,7.54,1217,17,0.00,3,7.39,0.23,4.3,2,0.00,0
24.574,-3.12,0.00,0.00,14.24,0.29,0.0,14.36,-8.11,0.44,on,22.86,185,1.000,10.00,0.00,0.00,2.4,33.3,1,5.35,800,11,4.00,2.75,124,9.64,1.32,5.38,1174,-26,0.00,3,9.55,0.23,4.3,2,0.00,0
24.751,-3.91,0.00,0.00,14.13,0.32,0.0,14.36,-9.31,0.34,on,18.53,185,1.000,10.00,0.00,0.00,3.3,33.3,1,6.04,800,300,4.00,2.04,124,6.48,1.40,4.91,1062,-9,0.00,3,9.99,0.23,4.7,1,0.00,0
24.935,-3.91,0.00,0.00,14.36,0.35,0.0,14.36,-9.42,0.33,on,14.69,185,1.000,10.00,0.00,0.00,2.4,33.3,1,5.84,800,249,21.50,1.99,124,5.66,1.40,5.01,1044,0,0.00,3,9.93,0.23,4.7,1,0.00,0
25.113,-3.91,0.00,0.00,14.36,0.38,0.0,14.36,-9.37,0.33,on,14.68,185,1.000,10.00,0.00,0.00,2.4,33.3,1,5.75,800,217,21.00,1.94,126,5.70,1.40,4.97,1012,-3,0.00,3,9.96,0.23,4.7,1,0.00,0
25.288,-4.69,0.00,0.00,14.36,0.39,0.0,14.36,-9.42,0.33,on,14.67,185,1.000,10.00,0.00,0.00,0.0,33.3,1,5.67,800,195,20.50,1.89,126,5.44,1.42,4.95,991,0,0.00,3,9.99,0.23,4.7,0,0.00,0
25.461,-4.69,0.00,0.00,14.24,0.40,0.0,14.36,-9.43,0.33,on,14.66,185,1.000,10.00,0.00,0.00,0.0,33.3,1,5.55,800,171,20.00,1.84,126,5.26,1.38,4.99,958,-4,0.00,3,9.89,0.23,4.3,0,0.00,0
25.638,-5.47,0.00,0.00,14.36,0.41,0.0,14.36,-9.33,0.33,on,14.65,185,1.000,10.00,0.00,0.00,0.0,33.3,0,5.50,800,139,20.00,1.76,126,5.16,1.36,5.07,918,-10,0.00,3,9.87,0.23,4.3,0,0.00,0
25.820,-5.47,0.00,0.00,14.47,0.41,0.0,14.36,-9.30,0.33,on,14.65,185,1.000,10.00,0.00,0.00,0.0,33.3,0,5.46,800,100,20.00,1.73,126,5.04,1.40,5.14,902,-1,0.00,3,9.77,0.23,4.3,0,0.00,0
25.998,-5.47,0.00,0.00,14.59,0.42,0.0,14.36,-9.21,0.34,on,14.64,185,1.000,10.00,0.00,0.00,0.0,33.3,0,5.47,800,81,20.00,1.67,126,5.00,1.40,5.20,869,-1,0.00,3,9.72,0.23,4.3,0,0.00,0
26.169,-4.69,0.00,0.00,14.70,0.43,0.0,14.36,-9.14,0.34,on,14.64,185,1.000,10.00,0.00,0.00,0.0,33.3,0,5.45,800,63,20.00,1.65,126,4.91,1.42,5.26,859,-9,0.00,3,9.66,0.23,4.3,0,0.00,0
26.348,-4.69,0.00,0.00,14.70,0.44,0.0,14.36,-9.10,0.35,on,14.63,185,1.000,10.00,0.00,0.00,0.0,33.3,0,5.43,800,34,20.00,1.74,126,4.80,1.40,5.32,818,-3,0.00,3,9.56,0.23,4.3,0,0.00,0
26.520,-4.69,0.00,0.00,14.70,0.44,0.0,14.36,-8.99,0.35,on,14.62,185,1.000,10.00,0.00,0.00,0.0,33.3,0,5.42,800,-0,20.00,1.70,126,4.73,1.36,5.43,799,-3,0.00,3,9.49,0.23,4.3,0,0.00,0
26.701,-4.69,0.00,0.00,14.70,0.45,0.0,14.36,-8.86,0.36,on,14.61,185,1.000,10.00,0.00,0.00,0.0,33.3,1,5.49,800,-20,17.50,1.63,126,4.69,1.36,5.63,756,-8,0.00,3,9.31,0.23,4.3,0,0.00,0
26.874,-4.69,0.00,0.00,14.70,0.46,0.0,14.36,-8.70,0.37,on,14.61,185,1.000,10.00,0.00,0.00,0.0,33.3,1,5.57,800,-52,19.00,1.57,126,4.63,1.40,5.74,736,-7,0.00,3,9.13,0.23,5.5,0,0.00,0
27.051,-3.91,0.00,0.00,14.81,0.47,0.0,14.36,-8.54,0.39,on,14.59,185,1.000,10.00,0.00,0.00,0.0,33.3,1,7.11,800,-65,19.50,1.87,126,4.69,1.52,6.15,732,6,0.00,3,8.36,0.23,5.9,0,0.00,0
27.233,-3.91,0.00,0.00,14.81,0.47,0.0,14.36,-7.65,0.44,on,12.66,185,1.000,10.00,0.00,0.00,0.0,33.3,1,6.77,800,-30,19.00,2.05,126,5.35,1.46,6.94,800,17,0.00,3,8.00,0.23,5.5,0,0.00,0
27.408,-3.91,0.00,0.00,14.93,0.47,0.0,14.36,-7.44,0.46,on,14.52,185,1.000,10.00,0.00,0.00,0.0,33.3,1,6.08,800,56,12.50,2.03,126,6.46,1.38,6.73,865,9,0.00,3,8.19,0.23,4.7,0,0.00,0
27.590,-3.12,0.00,0.00,15.04,0.48,0.0,14.36,-8.00,0.43,on,17.12,185,1.000,10.00,0.00,0.00,0.0,33.3,1,6.17,800,88,11.00,2.06,126,6.45,1.40,6.17,878,-2,0.00,3,8.76,0.23,4.7,0,0.00,0
27.764,-3.12,0.00,0.00,14.81,0.49,0.0,14.36,-8.31,0.41,on,14.59,185,1.000,10.00,0.00,0.00,0.0,33.3,1,6.25,800,64,11.50,2.01,126,5.92,1.40,6.05,854,-6,0.00,3,8.89,0.23,5.1,0,0.00,0
27.937,-3.12,0.00,0.00,14.70,0.50,1.2,14.36,-8.34,0.40,on,14.59,185,1.000,10.00,0.00,0.00,0.0,33.3,1,6.21,800,57,12.50,1.95,126,5.66,1.44,6.05,831,-4,9.96,3,8.87,0.23,5.1,0,0.00,0
28.115,-2.34,0.00,0.00,14.70,0.50,2.7,14.36,-8.23,0.41,on,14.59,185,1.000,10.00,0.00,0.00,0.0,33.3,1,6.15,800,57,15.50,1.93,126,5.57,1.48,6.28,822,-2,14.97,3,8.65,0.23,5.9,0,0.00,0
28.291,-2.34,0.00,0.00,14.70,0.51,3.1,14.36,-7.88,0.43,on,14.57,185,1.000,10.00,0.00,0.00,0.0,33.3,1,6.15,800,57,16.00,1.96,126,5.92,1.48,6.67,836,4,13.63,3,8.25,0.23,5.9,0,0.00,0
28.469,-2.34,0.00,0.00,14.81,0.51,2.7,14.36,-7.63,0.45,on,14.54,185,1.000,10.00,0.00,0.00,0.0,33.3,1,5.35,800,57,15.00,2.19,126,6.27,1.46,6.77,854,6,13.49,3,8.14,0.23,4.7,0,0.00,0
28.644,-0.78,0.00,0.00,15.16,0.52,2.7,14.36,-7.77,0.46,on,14.56,185,1.000,10.00,0.00,0.00,0.0,33.3,1,8.23,800,57,4.00,2.15,126,6.61,1.50,6.44,840,-6,12.37,3,8.32,0.23,7.1,0,0.00,0
28.830,0.78,0.00,0.00,15.16,0.52,2.4,14.36,-7.56,0.46,on,14.56,185,1.000,10.00,0.00,0.00,0.0,33.3,1,8.20,800,57,4.00,2.40,126,6.05,1.62,7.25,783,-13,11.39,3,7.67,0.23,7.1,0,0.00,0
29.009,0.00,0.00,0.00,14.93,0.52,2.4,14.36,-6.74,0.51,on,12.75,185,1.000,10.00,0.00,0.00,0.0,33.3,1,8.18,800,57,27.00,2.63,126,6.64,1.56,7.91,948,40,10.45,3,7.01,0.23,7.1,0,0.00,0
29.184,1.56,0.00,0.00,15.04,0.51,2.4,14.36,-6.66,0.52,on,14.48,185,1.000,10.00,0.00,0.00,0.0,33.3,1,8.15,800,57,27.50,3.23,126,8.84,1.64,7.58,1163,29,8.93,3,7.46,0.23,7.8,0,0.00,0
29.361,0.78,0.00,0.00,14.59,0.47,2.4,14.36,-7.12,0.51,on,14.53,185,1.000,10.00,0.00,0.00,0.0,33.3,1,8.11,800,57,28.50,3.85,126,10.71,1.66,7.10,1388,29,6.76,3,8.05,0.23,8.2,0,0.00,0
29.533,0.00,0.00,0.00,14.36,0.43,1.6,14.36,-7.65,0.49,on,14.56,185,1.000,10.00,0.00,0.00,0.0,33.3,1,8.07,800,57,33.50,3.61,126,12.24,1.64,6.38,1546,13,4.28,3,8.55,0.23,7.5,0,0.00,0
29.715,-3.12,0.00,0.00,13.67,0.46,1.2,14.36,-8.56,0.43,on,17.24,185,1.000,10.00,0.00,0.00,0.0,33.3,1,8.02,800,57,36.50,3.12,126,11.95,1.54,5.24,1626,1,2.49,3,9.68,0.23,6.7,0,0.00,0
29.883,-7.03,0.00,0.00,13.44,0.51,0.8,14.36,-9.45,0.35,on,14.64,185,1.000,10.00,0.00,0.00,0.0,33.3,1,7.98,800,57,37.50,3.08,126,9.76,1.52,4.78,1607,-2,0.23,3,10.29,0.23,6.3,0,0.00,0
30.064,-6.25,0.00,0.00,14.13,0.56,0.0,14.36,-9.82,0.33,on,14.65,185,1.000,10.00,0.00,0.00,0.0,33.3,1,5.35,800,57,36.50,2.62,126,8.62,1.36,4.49,1510,-18,0.00,3,10.89,0.23,3.9,0,0.00,0
30.244,-7.03,0.00,0.00,14.24,0.59,0.0,14.36,-10.51,0.26,on,17.78,185,1.000,10.00,0.00,0.00,0.0,33.3,1,5.35,800,57,27.50,2.28,126,6.77,1.36,3.83,1335,-25,0.00,3,11.10,0.23,4.3,0,0.00,0
30.419,-7.81,0.00,0.00,14.01,0.60,0.0,14.36,-10.51,0.26,on,14.66,183,1.000,10.00,0.00,0.00,0.0,33.3,1,5.76,800,389,23.00,1.94,126,5.53,1.40,3.98,1140,-32,0.00,3,10.95,0.23,5.1,0,0.00,0
30.592,-8.59,0.00,0.00,13.55,0.60,0.0,14.36,-10.26,0.28,on,14.64,183,1.000,10.00,0.00,0.00,0.0,33.3,1,6.42,800,259,21.50,1.85,126,4.84,1.42,4.52,964,-30,0.00,3,10.40,0.23,5.1,0,0.00,0
30.769,-10.94,0.00,0.00,13.32,0.60,0.0,14.36,-9.64,0.32,on,13.54,183,1.000,10.00,0.00,0.00,0.0,33.3,1,6.57,800,76,21.00,1.57,126,4.63,1.48,5.01,817,-30,0.00,3,9.60,0.23,5.1,0,0.00,0
30.952,-11.72,0.00,0.00,13.67,0.60,0.0,14.36,-8.87,0.36,on,13.02,183,1.000,10.00,0.00,0.00,0.0,33.3,1,6.89,800,-60,21.50,1.51,126,4.46,1.46,5.88,696,-20,0.00,3,9.05,0.23,5.5,0,0.00,0
31.130,-11.72,0.00,0.00,14.01,0.59,0.0,14.36,-8.11,0.42,on,12.92,183,1.000,10.00,0.00,0.00,0.0,33.3,1,7.87,800,-141,20.00,1.65,126,4.56,1.56,6.67,646,-5,0.00,3,8.25,0.23,6.3,0,0.00,0
31.309,-10.94,0.00,0.00,14.59,0.60,0.0,14.36,-6.80,0.53,on,10.99,183,1.000,10.00,0.00,0.00,2.6,33.3,1,8.08,800,-171,4.00,1.87,126,5.20,1.52,7.93,625,-7,0.00,3,7.00,0.23,6.3,1,0.00,0
31.484,-10.16,0.00,0.00,15.16,0.60,0.0,14.36,-6.26,0.53,on,13.02,183,1.000,10.00,0.00,0.00,2.4,33.3,1,8.03,800,-102,21.00,2.04,126,6.12,1.56,8.35,859,56,0.00,3,6.64,0.23,5.9,1,0.00,0
31.660,-8.59,0.00,0.00,15.62,0.62,0.0,14.36,-6.21,0.55,on,16.24,183,1.000,10.00,0.00,0.00,1.6,33.3,1,6.31,800,167,4.00,2.15,126,8.79,1.44,7.52,1008,27,0.00,3,7.90,0.23,5.1,1,0.00,0
31.833,-7.81,0.00,0.00,15.50,0.59,0.0,14.36,-7.60,0.46,on,19.02,183,1.000,10.00,0.00,0.00,1.9,33.3,1,6.37,800,243,4.00,1.96,126,8.28,1.38,6.03,1017,-8,0.00,3,8.89,0.23,4.7,0,0.00,0
32.018,-6.25,0.00,0.00,15.73,0.55,0.0,14.36,-8.62,0.38,on,17.97,183,1.000,10.00,0.00,0.00,0.0,33.3,1,6.28,800,207,9.00,2.12,126,6.54,1.44,5.47,996,-5,0.00,3,9.45,0.23,5.1,0,0.00,0
32.193,-4.69,0.00,0.00,16.19,0.55,0.0,14.36,-8.94,0.36,on,14.62,183,1.000,10.00,0.00,0.00,0.0,33.3,1,6.19,800,208,10.50,2.20,126,5.98,1.42,5.39,1029,7,0.00,3,9.59,0.23,5.1,0,0.00,0
32.370,-3.12,0.00,0.00,16.19,0.56,0.0,14.36,-9.07,0.35,on,14.62,183,1.000,10.00,0.00,0.00,0.0,33.3,1,5.95,800,238,10.00,2.19,126,6.05,1.40,5.28,1038,2,0.00,3,9.68,0.23,4.7,0,0.00,0
32.542,-1.56,0.00,0.00,15.62,0.55,0.0,14.36,-9.21,0.34,on,14.62,183,1.000,10.00,0.00,0.00,0.0,33.3,0,5.55,800,257,11.00,2.04,126,5.94,1.40,5.09,1074,8,0.00,3,9.84,0.23,4.3,0,0.00,0
32.722,-1.56,0.00,0.00,15.04,0.52,0.0,14.36,-9.41,0.33,on,14.62,183,1.000,10.00,0.00,0.00,0.0,33.3,0,5.38,800,264,10.50,2.07,126,5.91,1.36,4.81,1076,6,0.00,3,10.12,0.23,4.3,0,0.00,0
32.897,-1.56,0.00,0.00,14.59,0.47,0.0,14.36,-9.64,0.31,on,14.63,183,1.000,10.00,0.00,0.00,0.0,33.3,0,5.07,800,284,12.00,2.11,126,5.61,1.34,4.64,1096,-4,0.00,3,10.29,0.23,3.9,0,0.00,0
33.073,-2.34,0.00,0.00,14.24,0.42,0.0,14.36,-9.88,0.30,on,14.64,183,1.000,10.00,0.00,0.00,0.0,33.3,0,4.41,800,281,13.50,1.83,126,5.42,1.30,4.41,1075,-3,0.00,3,10.62,0.23,3.1,0,0.00,0
33.248,-3.12,0.00,0.00,14.01,0.38,0.0,14.36,-10.13,0.28,on,14.64,183,1.000,10.00,0.00,0.00,0.0,33.3,0,4.27,800,261,16.50,1.80,126,5.00,1.28,4.14,1054,-4,0.00,3,10.80,0.23,3.1,0,0.00,0
33.428,-3.91,0.00,0.00,13.78,0.38,0.0,14.36,-10.32,0.26,on,14.64,183,1.000,10.00,0.00,0.00,0.0,33.3,0,4.09,800,238,18.00,1.75,126,4.63,1.26,4.00,1024,-3,0.00,3,10.93,0.23,3.1,0,0.00,0
33.606,-5.47,0.00,0.00,13.44,0.38,0.0,14.36,-10.43,0.25,on,14.64,183,1.000,10.00,0.00,0.00,0.0,33.3,0,3.95,800,214,20.00,1.70,126,4.30,1.26,3.87,996,-7,0.00,3,11.06,0.23,3.1,0,0.00,0
33.788,-7.03,0.00,0.00,13.21,0.40,0.0,14.36,-10.55,0.25,on,14.64,183,1.000,10.00,0.00,0.00,0.0,33.3,0,3.91,800,188,20.00,1.46,126,4.07,1.22,3.83,975,-6,0.00,3,11.10,0.23,3.1,0,0.00,0
33.958,-8.59,0.00,0.00,13.09,0.41,0.0,14.36,-10.57,0.24,on,14.64,183,1.000,10.00,0.00,0.00,0.0,33.3,0,3.88,800,164,20.00,1.42,126,3.93,1.26,3.77,938,-11,0.00,3,11.15,0.23,3.1,0,0.00,0
34.136,-10.16,0.00,0.00,13.21,0.43,0.0,14.36,-10.61,0.24,on,14.64,183,1.000,10.00,0.00,0.00,0.0,33.3,0,3.91,800,115,20.00,1.35,126,3.73,1.24,3.81,905,-6,0.00,3,11.13,0.23,3.1,0,0.00,0
34.310,-11.72,0.00,0.00,13.32,0.44,0.0,14.36,-10.55,0.24,on,14.64,183,1.000,10.00,0.00,0.00,0.0,33.3,0,3.99,800,61,20.00,1.26,126,3.52,1.28,3.91,844,-15,0.00,3,11.03,0.23,3.1,0,0.00,0
34.489,-12.50,0.00,0.00,13.44,0.45,0.0,14.36,-10.44,0.24,on,14.63,183,1.000,10.00,0.00,0.00,0.0,33.3,0,4.00,800,25,20.00,1.20,126,3.37,1.28,3.98,805,-7,0.00,3,10.89,0.23,3.1,0,0.00,0
